date_time,c31,c31bad,c11,c11bad,c43,c43bad,c13,c13bad,c41,c41bad,c33,c33bad,c23,c23bad,c21,c21bad
2020-11-02 08:00:00,1098,1.09,435,2.99,438,1.37,155,1.29,1027,2.53,348,1.44,421,1.19,480,2.29
2020-11-02 09:00:00,1345,0.74,793,0.76,870,1.03,532,1.88,1502,1.86,844,0.36,489,0.2,577,1.04
2020-11-02 10:00:00,1548,1.16,816,0.86,963,1.45,778,1.29,1481,2.36,963,0.62,474,0.63,583,0.51
2020-11-02 11:00:00,1688,1.36,919,1.63,1094,0.73,905,0.88,1480,2.23,1250,1.36,468,0.64,613,0.82
2020-11-02 12:00:00,1756,0.8,988,1.72,1174,1.7,1035,0.87,1535,1.56,1436,0.91,516,0.39,660,0.61
2020-11-02 13:00:00,1825,1.26,929,1.29,1133,1.41,996,0.6,1467,1.84,1306,1.07,493,1.42,625,0.64
2020-11-02 14:00:00,1835,1.14,905,2.21,1155,0.78,996,1.41,1488,2.08,1226,0.9,529,0.38,656,1.07
2020-11-02 15:00:00,2004,1.05,839,1.43,1128,1.15,1140,0.88,1427,1.75,974,0.1,495,1.21,628,0.96
2020-11-02 16:00:00,2281,1.32,590,2.37,1030,1.75,622,0.8,1370,1.61,532,1.13,500,1,626,0.64
2020-11-02 17:00:00,1200,0.75,97,2.06,154,4.55,49,6.12,550,3.64,16,0,361,0.28,301,2.33
2020-11-02 18:00:00,861,0.81,5,20,60,0,31,3.23,376,2.39, NULL, NULL,354,1.98,272,2.21
2020-11-02 19:00:00,744,1.08,8,0,40,2.5,56,0,319,3.45, NULL, NULL,299,1.67,267,1.87
2020-11-02 20:00:00,612,1.63,2,0,15,6.67,25,4,248,4.44, NULL, NULL,263,0,203,0.99
2020-11-02 21:00:00,500,0.6,9,0,11,9.09,17,0,212,4.25, NULL, NULL,204,1.47,181,1.66
2020-11-02 22:00:00,387,0.78,10,0,1,0,8,0,163,1.84, NULL, NULL,125,0,131,1.53
2020-11-02 23:00:00,295,1.69,32,6.25, NULL, NULL,5,0,115,4.35, NULL, NULL,90,2.22,110,0.91
2020-11-03 00:00:00,185,3.24,42,2.38, NULL, NULL,4,0,95,1.05, NULL, NULL,83,1.2,71,0
2020-11-03 01:00:00,127,0.79,29,3.45, NULL, NULL,2,0,63,1.59, NULL, NULL,35,5.71,68,0
2020-11-03 02:00:00,57,0,14,0, NULL, NULL,1,0,41,2.44, NULL, NULL,20,0,42,0
2020-11-03 03:00:00,57,1.75,17,5.88, NULL, NULL,2,0,35,8.57, NULL, NULL,25,8,17,0
2020-11-03 04:00:00,41,2.44,14,0, NULL, NULL,3,33.33,34,0, NULL, NULL,12,0,26,7.69
2020-11-03 05:00:00,77,1.3,8,12.5, NULL, NULL,2,0,48,0, NULL, NULL,33,0,32,6.25
2020-11-03 06:00:00,202,1.49,2,0, NULL, NULL,7,14.29,77,3.9, NULL, NULL,138,0.72,61,0
2020-11-03 07:00:00,390,0.77,66,0,2,0,18,0,385,1.3,7,0,359,1.11,116,5.17
2020-11-03 08:00:00,1272,1.49,948,1.79,178,2.25,187,2.67,1826,1.48,618,0.81,512,0.2,643,2.64
2020-11-03 09:00:00,1415,1.13,1244,1.77,329,0.91,552,0.91,1669,2.46,1293,0.85,463,0.43,602,0.83
2020-11-03 10:00:00,877,1.48,1304,1.38,808,1.61,594,2.19,1593,2.13,1811,4.36,466,1.93,451,2.88
2020-11-03 11:00:00,655,2.6,1242,1.69,1110,1.89,101,4.95,1626,1.72,1709,4.33,425,1.88,448,1.34
2020-11-03 12:00:00,1466,1.91,1178,2.21,1279,2.27, NULL, NULL,1579,2.47,1951,1.54,465,1.29,523,1.34
2020-11-03 13:00:00,1762,1.48,1179,2.54,1229,3.01, NULL, NULL,1539,2.14,2037,1.18,486,1.23,452,0.66
2020-11-03 14:00:00,2014,1.19,1239,1.69,1366,3.15, NULL, NULL,1499,1.87,2053,0.68,400,2,485,1.86
2020-11-03 15:00:00,2190,1.1,1162,2.5,1601,2.06,2,0,1476,1.96,1908,0.63,92,1.09,411,0.97
2020-11-03 16:00:00,2670,0.79,1021,2.25,1772,1.47,212,5.19,1591,1.19,1742,0.63,342,1.17,450,1.56
2020-11-03 17:00:00,1693,0.65,466,1.72,1372,2.04,44,4.55,943,2.12,755,0.79,417,1.2,352,0.28
2020-11-03 18:00:00,999,1.6,27,7.41,1101,2.54,139,2.16,563,1.6,4,0,414,1.21,261,2.3
2020-11-03 19:00:00,815,0.74,39,5.13,706,3.12,65,0,572,1.4,5,0,382,0.52,267,2.25
2020-11-03 20:00:00,743,0.81,42,2.38,746,2.14,22,0,431,2.32,2,0,307,0.33,223,2.24
2020-11-03 21:00:00,650,0.92,54,7.41,614,0.98,19,0,424,2.36, NULL, NULL,291,1.03,193,1.04
2020-11-03 22:00:00,527,0.95,62,8.06,505,3.17,18,11.11,317,3.47, NULL, NULL,216,1.39,169,2.96
2020-11-03 23:00:00,379,0.79,64,0,348,1.72,15,0,238,2.52, NULL, NULL,133,1.5,110,1.82
2020-11-04 00:00:00,291,1.72,66,3.03,257,1.56,12,8.33,158,3.16, NULL, NULL,106,0,95,1.05
2020-11-04 01:00:00,200,0,54,3.7,167,2.99,15,0,129,2.33, NULL, NULL,65,0,60,0
2020-11-04 02:00:00,120,0,36,2.78,107,2.8,9,0,99,2.02, NULL, NULL,62,1.61,37,5.41
2020-11-04 03:00:00,117,1.71,44,2.27,87,1.15,6,0,60,5, NULL, NULL,44,2.27,30,0
2020-11-04 04:00:00,85,0,34,2.94,68,1.47,9,0,63,1.59, NULL, NULL,38,0,31,12.9
2020-11-04 05:00:00,98,1.02,42,4.76,89,2.25,6,0,76,1.32, NULL, NULL,42,0,34,2.94
2020-11-04 06:00:00,162,3.09,28,3.57,171,2.92,11,0,195,2.56, NULL, NULL,89,0,66,0
2020-11-04 07:00:00,245,1.63,78,2.56,328,3.66,22,0,341,3.81,82,1.22,230,0,143,2.1
2020-11-04 08:00:00,724,1.24,775,1.55,557,2.69,108,1.85,896,1.9,1053,0.85,302,1.32,211,0.95
2020-11-04 09:00:00,992,1.31,1031,0.87,623,2.25,362,2.49,1099,2.55,1387,0.5,313,0,279,1.08
2020-11-04 10:00:00,915,1.86,1131,0.71,801,2.25,105,5.71,1209,2.32,1364,3.96,370,0.81,285,1.05
2020-11-04 11:00:00,796,1.38,1147,0.87,993,2.62, NULL, NULL,1285,1.56,1549,3.23,444,1.13,331,1.51
2020-11-04 12:00:00,1535,1.17,1151,1.13,1282,2.34, NULL, NULL,1349,1.85,1845,1.25,474,1.05,381,0.52
2020-11-04 13:00:00,1736,1.32,1215,2.06,1318,2.35, NULL, NULL,1213,1.4,1951,0.97,459,0.87,388,0.26
2020-11-04 14:00:00,1775,0.68,1121,0.89,1358,2.36, NULL, NULL,1117,2.24,1800,1,373,1.61,331,1.21
2020-11-04 15:00:00,1627,0.68,943,1.48,1276,2.19, NULL, NULL,972,1.95,1502,0.67,186,1.61,276,1.45
2020-11-04 16:00:00,1878,0.69,1039,0.77,1269,1.65,12,0,1117,0.98,1833,0.49,355,0.85,390,3.08
2020-11-04 17:00:00,1236,0.89,403,0.5,1074,2.14,55,5.45,656,1.22,672,0.6,385,1.3,299,2.34
2020-11-04 18:00:00,911,0.66,36,0,843,2.37,97,2.06,455,1.98,10,10,397,0.76,259,1.93
2020-11-04 19:00:00,867,1.15,44,2.27,757,1.72,122,0,431,2.32, NULL, NULL,330,0.3,219,1.83
2020-11-04 20:00:00,759,0.92,39,2.56,646,2.17,57,10.53,314,1.91,1,0,304,0.33,183,2.73
2020-11-04 21:00:00,675,1.48,52,7.69,562,1.96,39,7.69,282,3.9, NULL, NULL,231,1.3,156,0
2020-11-04 22:00:00,533,2.25,52,5.77,411,3.16,42,0,220,2.27, NULL, NULL,142,0,130,1.54
2020-11-04 23:00:00,456,1.32,64,4.69,332,2.11,33,0,191,1.05, NULL, NULL,120,0,91,0
2020-11-05 00:00:00,286,0.7,57,0,209,4.78,27,3.7,136,0.74, NULL, NULL,87,2.3,66,0
2020-11-05 01:00:00,171,1.17,29,3.45,128,2.34,12,8.33,78,0, NULL, NULL,51,1.96,41,2.44
2020-11-05 02:00:00,102,0,21,0,74,2.7,17,5.88,56,3.57, NULL, NULL,42,0,28,0
2020-11-05 03:00:00,78,2.56,19,0,54,0,12,16.67,52,1.92, NULL, NULL,29,3.45,28,3.57
2020-11-05 04:00:00,77,0,10,0,51,0,5,0,56,0, NULL, NULL,32,3.12,32,6.25
2020-11-05 05:00:00,105,0.95,31,3.23,76,2.63,16,6.25,111,4.5, NULL, NULL,61,0,37,2.7
2020-11-05 06:00:00,256,1.17,27,3.7,245,3.27,32,0,308,2.27,1,0,228,0.44,126,0.79
2020-11-05 07:00:00,483,1.45,35,0,523,2.87,69,1.45,566,1.77,8,12.5,433,0.23,259,1.93
2020-11-05 08:00:00,1106,0.9,605,1.82,841,2.38,116,1.72,1230,2.36,1314,0.76,539,0.19,336,2.38
2020-11-05 09:00:00,1469,1.02,1204,1.5,1168,1.11,543,1.47,1492,1.54,2121,0.75,491,0,396,1.52
2020-11-05 10:00:00,1487,0.74,1166,0.86,1147,1.39,667,1.35,1349,1.85,1873,0.43,452,0.88,387,2.07
2020-11-05 11:00:00,1881,1.12,1161,1.21,1306,1.53,923,1.3,1349,2.22,1822,0.44,484,1.03,416,0.96
2020-11-05 12:00:00,1800,1.28,1129,1.24,1314,1.6,940,0.96,1383,1.37,1864,0.64,497,0.6,406,1.23
2020-11-05 13:00:00,1955,1.13,1155,1.04,1377,1.67,897,1.11,1429,1.75,1882,0.43,521,0.19,431,0.93
2020-11-05 14:00:00,1945,1.54,1162,1.2,1379,1.6,765,1.57,1385,1.23,1824,0.55,513,1.56,403,1.99
2020-11-05 15:00:00,2069,0.97,1047,1.15,1330,0.83,809,1.61,1254,1.36,1703,0.41,483,0.41,380,1.05
2020-11-05 16:00:00,2268,0.97,817,1.71,1408,1.56,294,1.36,1185,2.36,1392,0.57,501,0.8,374,0.8
2020-11-05 17:00:00,1325,0.98,177,3.39,1035,1.64,140,2.86,591,1.69,108,1.85,449,0.22,272,1.1
2020-11-05 18:00:00,1138,1.67,35,5.71,980,1.94,179,0.56,532,2.82,1,0,442,0.68,249,1.61
2020-11-05 19:00:00,1037,0.87,52,1.92,945,2.96,155,2.58,489,2.86,5,0,420,0.71,258,0.39
2020-11-05 20:00:00,893,1.01,42,2.38,808,3.96,109,4.59,418,2.15,2,50,365,0.55,207,0.97
2020-11-05 21:00:00,708,0.99,68,4.41,621,2.74,68,0,342,1.75, NULL, NULL,269,0.74,168,1.19
2020-11-05 22:00:00,572,1.05,57,1.75,432,2.55,45,2.22,286,1.75, NULL, NULL,187,0,135,1.48
2020-11-05 23:00:00,452,0.44,58,3.45,323,1.86,38,0,187,1.6,1,0,129,0.78,106,1.89
2020-11-06 00:00:00,304,0.99,69,0,199,1.51,26,3.85,121,1.65, NULL, NULL,79,1.27,49,0
2020-11-06 01:00:00,183,1.09,64,1.56,141,2.13,22,0,83,1.2, NULL, NULL,52,1.92,39,2.56
2020-11-06 02:00:00,126,2.38,29,0,73,2.74,16,0,63,0, NULL, NULL,36,0,27,0
2020-11-06 03:00:00,97,2.06,23,0,70,1.43,12,0,43,2.33, NULL, NULL,30,0,23,4.35
2020-11-06 04:00:00,65,3.08,10,0,51,0,9,0,50,0, NULL, NULL,24,0,20,0
2020-11-06 05:00:00,120,1.67,24,0,110,2.73,13,0,96,1.04, NULL, NULL,57,1.75,48,0
2020-11-06 06:00:00,233,2.15,20,5,257,4.67,37,5.41,296,2.03,1,0,219,0.46,119,0.84
2020-11-06 07:00:00,552,0.72,22,0,703,3.27,54,3.7,526,2.47,14,7.14,474,0.42,229,1.31
2020-11-06 08:00:00,1008,0.79,369,1.9,855,2.34,58,5.17,1035,1.55,1113,0.9,523,0.57,308,1.3
2020-11-06 09:00:00,1423,1.55,940,1.28,1134,1.23,198,1.52,1270,1.81,2011,0.65,510,0.59,377,1.06
2020-11-06 10:00:00,1563,1.28,991,1.11,1285,1.87,793,1.26,1310,2.21,1835,0.38,535,0.93,393,0.76
2020-11-06 11:00:00,1745,1.09,1069,1.5,1449,1.86,904,0.66,1407,1.56,1990,0.4,489,0.2,396,0.25
2020-11-06 12:00:00,1948,0.77,1140,1.58,1570,2.1,790,0.76,1409,1.85,1967,0.41,544,0.74,420,0
2020-11-06 13:00:00,1970,0.86,1116,0.72,1535,2.21,754,1.99,1423,1.34,1968,0.56,552,0.54,382,1.57
2020-11-06 14:00:00,2087,1.1,1179,1.27,1576,1.9,648,2.47,1393,1.01,2024,0.35,530,0.75,457,1.09
2020-11-06 15:00:00,2011,1.29,836,0.84,1482,1.08,265,3.77,1213,1.57,1788,0.45,510,0.2,367,0.82
2020-11-06 16:00:00,1961,0.76,593,2.19,1401,1.64,62,3.23,716,2.65,982,0.81,476,0.63,270,1.11
2020-11-06 17:00:00,1176,0.77,117,0.85,1230,1.95,158,0.63,169,2.96,20,0,489,0.41,236,2.54
2020-11-06 18:00:00,1034,1.45,24,4.17,1170,3.33,164,4.27,187,3.74,5,20,441,0.45,230,3.91
2020-11-06 19:00:00,934,0.86,24,4.17,944,3.07,122,2.46,150,2,2,0,395,0,201,1.49
2020-11-06 20:00:00,861,1.39,43,0,986,2.33,101,4.95,161,3.11,1,0,326,1.53,195,1.03
2020-11-06 21:00:00,680,0.88,46,0,741,1.48,83,0,151,3.97, NULL, NULL,285,0.35,156,1.28
2020-11-06 22:00:00,565,1.24,65,6.15,573,2.09,54,3.7,147,4.08,1,0,223,0.45,126,2.38
2020-11-06 23:00:00,447,1.12,57,1.75,435,1.61,46,4.35,135,7.41, NULL, NULL,160,0,126,0
2020-11-07 00:00:00,365,1.37,81,1.23,340,2.35,37,2.7,114,1.75, NULL, NULL,123,0,70,0
2020-11-07 01:00:00,238,1.26,71,4.23,197,2.03,16,6.25,78,1.28, NULL, NULL,84,0,50,4
2020-11-07 02:00:00,170,2.35,33,0,162,3.09,22,0,74,0, NULL, NULL,61,3.28,48,2.08
2020-11-07 03:00:00,150,1.33,35,0,136,2.94,18,0,50,2, NULL, NULL,51,0,38,7.89
2020-11-07 04:00:00,114,2.63,29,3.45,101,3.96,8,0,43,0, NULL, NULL,46,0,35,0
2020-11-07 05:00:00,123,2.44,24,0,135,1.48,15,6.67,50,0, NULL, NULL,42,2.38,29,6.9
2020-11-07 06:00:00,181,2.76,35,5.71,222,3.15,29,0,109,3.67, NULL, NULL,104,0,63,0
2020-11-07 07:00:00,249,1.2,45,6.67,346,3.47,53,0,161,1.24,1,0,170,0.59,104,2.88
2020-11-07 08:00:00,574,1.05,291,0.69,477,3.35,94,0,361,1.94,507,1.18,283,1.41,182,2.75
2020-11-07 09:00:00,1085,1.38,1030,1.46,890,1.8,501,1.4,896,1.12,1439,0.9,355,0,245,0.82
2020-11-07 10:00:00,1447,0.9,1209,0.74,1118,1.7,895,0.78,1029,1.85,1653,0.36,437,1.14,328,0.61
2020-11-07 11:00:00,1794,0.95,1352,1.7,1387,1.66,1094,0.82,1207,1.91,1824,0.55,467,0.64,366,0.27
2020-11-07 12:00:00,1881,1.06,1413,1.27,1503,1.33,1004,1.2,1310,1.3,1937,0.52,499,0.4,401,0
2020-11-07 13:00:00,2095,0.86,1393,1.15,1527,1.96,1239,0.73,1318,1.44,2093,0.38,517,0.19,385,0.78
2020-11-07 14:00:00,2185,0.96,1222,1.31,1522,2.1,1242,0.81,1312,1.07,1952,0.67,543,0,392,1.02
2020-11-07 15:00:00,2028,1.13,1365,1.39,1478,1.69,1159,1.47,1274,1.57,1955,0.36,472,0.64,376,0.8
2020-11-07 16:00:00,1862,1.18,1159,1.47,1294,1,774,1.68,1133,2.21,1691,0.71,425,0.24,316,0.95
2020-11-07 17:00:00,952,1.26,170,2.35,945,1.9,163,4.91,390,3.33,15,6.67,358,0.56,236,0.85
2020-11-07 18:00:00,636,0.79,50,4,877,2.85,129,2.33,372,4.3,2,0,389,0.26,222,0.45
2020-11-07 19:00:00,839,0.83,65,6.15,904,1.88,199,1.01,382,2.88,3,0,347,0.58,199,1.01
2020-11-07 20:00:00,680,1.18,44,2.27,720,1.39,145,2.07,313,1.6,1,0,299,0.33,228,3.51
2020-11-07 21:00:00,609,1.31,59,1.69,611,2.95,119,2.52,261,3.07,1,0,237,0,190,2.63
2020-11-07 22:00:00,494,2.02,55,0,556,2.52,85,3.53,240,2.08, NULL, NULL,225,0.44,153,1.96
2020-11-07 23:00:00,437,3.2,82,2.44,396,1.01,85,1.18,177,0.56, NULL, NULL,152,0.66,145,1.38
2020-11-08 00:00:00,399,2.51,71,1.41,329,2.74,66,0,150,0.67, NULL, NULL,120,0.83,123,0.81
2020-11-08 01:00:00,311,1.93,102,2.94,239,1.67,43,2.33,142,3.52, NULL, NULL,81,1.23,71,0
2020-11-08 02:00:00,182,3.3,50,6,174,2.3,38,0,104,0.96, NULL, NULL,79,2.53,68,1.47
2020-11-08 03:00:00,141,0,27,0,147,1.36,36,0,75,1.33, NULL, NULL,65,1.54,50,6
2020-11-08 04:00:00,143,0.7,37,2.7,120,2.5,21,4.76,77,2.6, NULL, NULL,37,0,47,4.26
2020-11-08 05:00:00,138,2.9,35,2.86,117,0.85,32,0,92,0, NULL, NULL,38,2.63,60,5
2020-11-08 06:00:00,157,1.91,44,6.82,166,1.81,35,2.86,134,2.24,2,0,90,1.11,77,2.6
2020-11-08 07:00:00,228,2.19,32,9.38,239,2.09,50,2,176,2.84, NULL, NULL,140,1.43,103,0
2020-11-08 08:00:00,446,0.9,234,1.71,328,3.35,71,0,367,1.63,344,0,147,0,149,2.68
2020-11-08 09:00:00,779,1.28,784,1.02,641,1.25,405,0,715,2.52,999,0.7,231,0,251,1.99
2020-11-08 10:00:00,1119,1.34,885,1.24,772,1.42,728,0.55,931,2.15,1171,0.51,268,0.37,291,0.34
2020-11-08 11:00:00,1319,0.91,1031,1.16,939,1.7,887,0.9,1113,1.53,1455,0.41,324,0,367,0.54
2020-11-08 12:00:00,1528,0.92,1233,0.81,1079,0.93,966,0.52,1237,1.54,1622,0.86,416,0.96,384,0.52
2020-11-08 13:00:00,1566,0.96,1119,0.89,1154,1.65,1038,0.29,1179,2.21,1507,0.66,401,0.25,372,0.27
2020-11-08 14:00:00,1866,1.07,1300,0.92,1280,0.94,1139,0.35,1365,1.54,1814,0.66,409,0.24,410,1.22
2020-11-08 15:00:00,1620,0.8,1223,1.14,1177,0.85,850,0.59,1302,1.31,1634,0.43,491,0.41,389,0.51
2020-11-08 16:00:00,1618,1.3,1040,0.87,1102,1.72,452,1.55,1167,2.49,1557,0.64,401,0.75,329,1.82
2020-11-08 17:00:00,760,0.66,121,1.65,679,2.21,173,1.73,491,4.07,66,4.55,318,0.63,240,2.5
2020-11-08 18:00:00,103,1.94,4,0,409,4.16,12,0,196,1.53, NULL, NULL,225,0.89,94,2.13
2020-11-08 19:00:00,251,1.2,13,0,538,1.67,62,0,326,2.15,2,0,251,1.59,146,2.05
2020-11-08 20:00:00,98,0,6,16.67,337,3.56,45,0,144,1.39, NULL, NULL,158,1.27,93,0
2020-11-08 21:00:00, NULL, NULL, NULL, NULL,58,6.9, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL,8,12.5
2020-11-08 22:00:00,4,0, NULL, NULL,86,3.49, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL,8,0
2020-11-08 23:00:00,25,12,3,0,120,1.67, NULL, NULL,24,0, NULL, NULL, NULL, NULL,40,5
2020-11-09 00:00:00,21,0, NULL, NULL,68,1.47,1,0,51,1.96, NULL, NULL,3,0,26,0
2020-11-09 01:00:00,7,0,2,0,26,3.85,8,12.5,50,8, NULL, NULL,4,0,9,0
2020-11-09 02:00:00,4,0, NULL, NULL,22,4.55,8,0,28,0, NULL, NULL,4,0,15,0
2020-11-09 03:00:00,8,12.5,2,0,21,0,6,0,25,0, NULL, NULL,4,0,7,0
2020-11-09 04:00:00,3,0, NULL, NULL,20,0,7,14.29,32,0, NULL, NULL,7,0,17,0
2020-11-09 05:00:00,10,0,2,0,44,2.27,12,0,77,1.3, NULL, NULL,12,0,16,0
2020-11-09 06:00:00,14,0, NULL, NULL,96,3.12,16,0,15,0,1,0, NULL, NULL,49,0
2020-11-09 07:00:00,76,2.63, NULL, NULL,391,3.07,77,0,29,0, NULL, NULL, NULL, NULL,88,4.55
2020-11-09 08:00:00,411,1.46,183,2.19,594,2.36,186,2.15,643,1.87,684,1.75,1,0,191,2.62
2020-11-09 09:00:00,828,1.93,1115,1.35,937,2.45,645,0.78,1455,1.03,2060,0.49,87,0,364,0.82
2020-11-09 10:00:00,813,0.86,1117,1.79,1026,2.05,686,0.87,1307,1.45,1834,0.44,177,1.13,355,2.25
2020-11-09 11:00:00,639,1.72,958,1.88,1091,2.66,621,3.06,1163,2.32,1246,1.61,90,1.11,328,1.52
2020-11-09 12:00:00,917,1.53,1093,1.01,1188,1.77,488,2.46,1219,1.72,1610,0.56,406,2.22,398,1.51
2020-11-09 13:00:00,961,1.35,1042,1.25,1171,1.45,348,2.3,1329,1.66,1721,0.58,352,2.27,364,0.55
2020-11-09 14:00:00,1034,0.87,733,1.5,1182,1.78,700,1.14,1277,1.8,1468,0.95,403,0.74,331,1.51
2020-11-09 15:00:00,974,0.92,543,1.84,1144,2.36,823,1.09,1122,1.34,1197,1.17,369,0.54,335,1.49
2020-11-09 16:00:00,1057,1.04,481,2.49,1312,1.6,619,0.97,962,1.87,960,0.62,278,1.44,376,1.06
2020-11-09 17:00:00,170,2.35,11,0,580,2.07,57,0,317,3.79,50,0,250,0.4,173,0.58
2020-11-09 18:00:00,209,0.96,1,100,495,2.22,80,1.25,271,2.95, NULL, NULL,293,0.68,143,0.7
2020-11-09 19:00:00,241,0.83, NULL, NULL,442,3.85,81,2.47,310,3.87, NULL, NULL,268,0,111,2.7
2020-11-09 20:00:00,185,0.54, NULL, NULL,354,2.26,81,2.47,187,1.6, NULL, NULL,228,0.44,106,1.89
2020-11-09 21:00:00,155,0, NULL, NULL,254,1.18,42,0,200,4, NULL, NULL,150,1.33,85,0
2020-11-09 22:00:00,106,1.89, NULL, NULL,196,2.55,43,9.3,122,0.82, NULL, NULL,95,1.05,76,1.32
2020-11-09 23:00:00,112,2.68,1,0,206,4.85,28,0,110,3.64, NULL, NULL,72,0,64,1.56
2020-11-10 00:00:00,67,0,2,0,137,2.19,34,2.94,73,2.74, NULL, NULL,53,0,34,0
2020-11-10 01:00:00,48,2.08, NULL, NULL,93,6.45,24,0,62,3.23, NULL, NULL,41,0,23,4.35
2020-11-10 02:00:00,27,3.7,2,0,55,1.82,10,0,47,0, NULL, NULL,21,0,25,0
2020-11-10 03:00:00,24,0,1,0,56,3.57,14,7.14,40,2.5, NULL, NULL,21,4.76,17,0
2020-11-10 04:00:00,18,5.56,2,0,55,1.82,9,0,40,0, NULL, NULL,15,0,18,0
2020-11-10 05:00:00,32,0, NULL, NULL,70,1.43,19,0,85,1.18, NULL, NULL,53,0,27,0
2020-11-10 06:00:00,76,0, NULL, NULL,239,4.18,32,0,201,1, NULL, NULL,163,1.84,87,0
2020-11-10 07:00:00,124,2.42, NULL, NULL,489,3.07,55,0,315,4.13, NULL, NULL,317,0.32,129,3.88
2020-11-10 08:00:00,338,0.89,71,2.82,681,1.91,88,2.27,786,1.53,297,2.36,329,0,219,2.28
2020-11-10 09:00:00,806,0.62,540,1.85,1000,2.8,578,1.04,1358,1.99,1297,0.62,456,0.66,369,1.08
2020-11-10 10:00:00,846,1.42,682,2.35,1051,2.57,762,0.79,1242,2.25,1378,0.65,421,0.71,393,0.76
2020-11-10 11:00:00,876,2.74,728,1.79,1083,2.22,791,1.39,1180,2.46,1259,1.19,407,0.49,356,2.25
2020-11-10 12:00:00,642,1.25,553,1.63,981,2.96,684,1.32,1101,3.18,1060,0.75,366,0.82,317,1.26
2020-11-10 13:00:00,368,1.63,396,3.79,719,2.92,463,3.02,878,2.85,790,1.39,286,2.45,296,1.69
2020-11-10 14:00:00,342,2.34,430,1.4,678,3.69,369,3.52,836,2.51,748,0.67,232,2.59,235,2.13
2020-11-10 15:00:00,475,1.89,450,2.67,796,5.03,429,1.4,761,2.37,555,1.26,270,1.48,257,3.11
2020-11-10 16:00:00,432,0.93,286,2.45,566,3.53,207,4.83,471,2.12,188,2.13,262,1.15,192,3.12
2020-11-10 17:00:00,78,0,29,3.45,292,4.79,6,0,104,3.85, NULL, NULL,133,0,43,4.65
2020-11-10 18:00:00,34,0,7,0,409,4.4,9,0,84,3.57, NULL, NULL,188,2.66,32,0
2020-11-10 19:00:00,57,7.02,6,0,373,4.29,10,10,84,2.38, NULL, NULL,249,0.4,54,3.7
2020-11-10 20:00:00,49,2.04,9,22.22,285,5.26,1,0,70,7.14, NULL, NULL,183,0.55,53,1.89
2020-11-10 21:00:00,55,1.82,7,0,249,4.42, NULL, NULL,79,2.53, NULL, NULL,155,2.58,42,0
2020-11-10 22:00:00,41,0,11,0,159,6.92, NULL, NULL,74,2.7, NULL, NULL,94,2.13,35,0
2020-11-10 23:00:00,35,5.71,21,4.76,126,0.79, NULL, NULL,55,3.64, NULL, NULL,54,0,36,0
2020-11-11 00:00:00,31,0,12,0,103,0.97, NULL, NULL,83,8.43, NULL, NULL,70,0,25,0
2020-11-11 01:00:00,32,3.12,7,0,76,3.95, NULL, NULL,30,0, NULL, NULL,32,3.12,16,6.25
2020-11-11 02:00:00,14,0,5,0,35,0,2,0,22,0, NULL, NULL,13,0,12,0
2020-11-11 03:00:00,8,12.5,7,0,32,0,7,0,19,0, NULL, NULL,21,9.52,7,0
2020-11-11 04:00:00,11,0,8,0,27,0,6,0,31,3.23, NULL, NULL,24,0,10,0
2020-11-11 05:00:00,15,0,7,14.29,63,3.17,9,0,39,0, NULL, NULL,60,0,33,3.03
2020-11-11 06:00:00,35,2.86,7,0,180,6.67,22,0,73,5.48, NULL, NULL,161,0.62,79,1.27
2020-11-11 07:00:00,54,0,10,0,284,4.93,6,0,118,4.24, NULL, NULL,154,0,40,7.5
2020-11-11 08:00:00,413,0.73,436,2.29,511,3.33,86,1.16,652,1.53,253,1.19,328,0.3,213,1.88
2020-11-11 09:00:00,696,1.87,822,1.22,873,3.09,448,2.01,1248,1.2,1094,1.83,378,1.32,365,0.82
2020-11-11 10:00:00,844,1.54,793,1.89,824,3.28,598,2.01,1253,1.76,1410,0.85,382,1.83,350,2.57
2020-11-11 11:00:00,882,2.15,705,1.84,999,3.5,649,1.23,1052,2.57,1222,0.98,361,0.83,378,1.59
2020-11-11 12:00:00,1006,1.69,716,1.26,1018,2.75,729,1.65,1140,2.89,1262,1.11,372,1.61,362,2.49
2020-11-11 13:00:00,877,1.94,788,1.02,1010,2.57,551,3.27,1081,2.13,1381,1.16,379,1.06,413,3.15
2020-11-11 14:00:00,816,2.21,662,1.51,902,2.33,535,2.24,1018,1.77,1048,0.67,360,0,334,2.4
2020-11-11 15:00:00,967,1.55,771,1.95,1087,2.02,327,3.06,993,2.11,1278,0.86,245,2.45,389,2.31
2020-11-11 16:00:00,1113,0.45,618,1.13,1277,1.49,458,1.75,925,2.7,623,0.64,319,1.88,393,1.53
2020-11-11 17:00:00,315,0.32,195,2.05,612,3.76,57,3.51,280,2.5,5,0,228,1.75,147,1.36
2020-11-11 18:00:00,233,0.86,122,1.64,535,3.18,85,2.35,258,3.49, NULL, NULL,285,0.7,94,2.13
2020-11-11 19:00:00,89,1.12,44,4.55,370,4.86,49,2.04,116,2.59, NULL, NULL,146,2.05,59,3.39
2020-11-11 20:00:00,34,0,16,0,376,6.91,16,6.25,201,3.48, NULL, NULL,124,2.42,83,1.2
